unique_id	target_id	regulator_id	drug_id	disease_id
unique00547	TAR10006	.	ferrodrug0033	DIS00131
unique01474	TAR10028	REG20099	.	DIS00131
unique00489	TAR10028	.	ferrodrug0196	DIS00131
unique01034	TAR10029	REG10114	.	DIS00131
unique01032	TAR10029	REG10217	.	DIS00131
unique00707	TAR10029	.	ferrodrug0211	DIS00131
unique00438	TAR10035	.	ferrodrug0127	DIS00131
unique01301	TAR10041	REG10250	.	DIS00131
unique00706	TAR10041	.	ferrodrug0211	DIS00131
unique00206	TAR10041	.	ferrodrug0252	DIS00131
unique01033	TAR10055	REG10114	.	DIS00131
unique01031	TAR10055	REG10217	.	DIS00131
unique01326	TAR10055	REG10108	.	DIS00131
unique00245	TAR99999	REG10126	ferrodrug0208	DIS00131
unique00703	TAR10028	.	ferrodrug0047	DIS00132
unique00498	TAR10028	.	ferrodrug0264	DIS00132
unique01207	TAR10041	REG10243	.	DIS00132
unique00702	TAR10042	.	ferrodrug0047	DIS00132
unique01153	TAR10055	REG10131	.	DIS00132
unique00704	TAR10055	.	ferrodrug0047	DIS00132
unique01626	TAR10055	REG40025	.	DIS00132
unique01628	TAR10055	REG10164	.	DIS00132
unique01627	TAR10055	REG20134	.	DIS00132
unique01154	TAR10055	REG10403	.	DIS00132
unique00402	TAR10035	.	ferrodrug0279	DIS00134
unique00517	TAR10041	.	ferrodrug0269	DIS00135
unique01058	TAR10028	REG30001	.	DIS00136
unique01664	TAR10027	REG20055	.	DIS00137
unique00950	TAR10053	REG20070	.	DIS00137
unique00951	TAR10053	REG10401	.	DIS00137
unique01466	TAR10055	REG10308	.	DIS00137
unique00949	TAR10055	REG20070	.	DIS00137
unique01465	TAR10055	REG10005	.	DIS00137
unique00976	TAR10028	REG10359	.	DIS00138
unique00624	TAR10041	.	ferrodrug0251	DIS00139
unique01623	TAR10006	REG10203	.	DIS00141
unique01625	TAR10006	REG10500	.	DIS00141
unique01622	TAR10028	REG10203	.	DIS00141
unique01624	TAR10028	REG10500	.	DIS00141
unique01523	TAR10055	REG20036	.	DIS00143
unique01198	TAR10006	REG10346	.	DIS00144
unique00617	TAR10006	.	ferrodrug0100	DIS00144
unique00667	TAR10009	.	ferrodrug0125	DIS00144
unique00416	TAR10015	.	ferrodrug0176	DIS00144
unique00288	TAR10042	.	ferrodrug0181	DIS00144
unique00928	TAR10042	REG20062	.	DIS00144
unique00478	TAR10044	.	ferrodrug0165	DIS00144
unique00479	TAR10044	.	ferrodrug0355	DIS00144
unique00480	TAR10053	.	ferrodrug0355	DIS00144
unique00289	TAR10060	.	ferrodrug0181	DIS00144
unique00616	TAR10060	.	ferrodrug0100	DIS00144
unique00669	TAR99999	REG10090	ferrodrug0125	DIS00144
unique00668	TAR99999	REG10112	ferrodrug0125	DIS00144
unique00415	TAR99999	REG10340	ferrodrug0176	DIS00144
unique00414	TAR99999	REG10391	ferrodrug0176	DIS00144
unique00670	TAR99999	REG10475	ferrodrug0125	DIS00144
unique00482	TAR10041	.	ferrodrug0050	DIS00145
unique01442	TAR10055	REG20025	.	DIS00145
unique01544	TAR10006	REG40030	.	DIS00146
unique01543	TAR10006	REG10400	.	DIS00146
unique00607	TAR10028	.	ferrodrug0269	DIS00146
unique01588	TAR10028	REG10101	.	DIS00146
unique00094	TAR10028	.	ferrodrug0392	DIS00146
unique00096	TAR10028	.	ferrodrug0296	DIS00146
unique00268	TAR10029	.	ferrodrug0100	DIS00146
unique00605	TAR10041	.	ferrodrug0269	DIS00146
unique01587	TAR10041	REG10101	.	DIS00146
unique01255	TAR10041	REG10020	.	DIS00146
unique01538	TAR10055	REG10473	.	DIS00146
unique01537	TAR10055	REG10473	.	DIS00146
unique00606	TAR10055	.	ferrodrug0269	DIS00146
unique01313	TAR10055	REG10018	.	DIS00146
dupunique01537	TAR10055	REG10520	.	DIS00146
unique00093	TAR10055	.	ferrodrug0392	DIS00146
unique00095	TAR10055	.	ferrodrug0296	DIS00146
unique01435	TAR99999	REG10227	ferrodrug0392	DIS00146
dupunique01435	TAR99999	REG10520	ferrodrug0392	DIS00146
unique00794	TAR10022	.	ferrodrug0110	DIS00147
unique00801	TAR10022	.	ferrodrug0009	DIS00147
unique00795	TAR10023	.	ferrodrug0110	DIS00147
unique00592	TAR10028	.	ferrodrug0250	DIS00147
unique00681	TAR10028	.	ferrodrug0016	DIS00147
unique00793	TAR10028	.	ferrodrug0110	DIS00147
unique00735	TAR10028	.	ferrodrug0075	DIS00147
unique00590	TAR10028	.	ferrodrug0291	DIS00147
unique00529	TAR10028	.	ferrodrug0034	DIS00147
unique00601	TAR10029	.	ferrodrug0054	DIS00147
unique00339	TAR10029	.	ferrodrug0329	DIS00147
unique00769	TAR10029	.	ferrodrug0107	DIS00147
unique00800	TAR10035	.	ferrodrug0009	DIS00147
unique00970	TAR10041	REG10283	.	DIS00147
unique00600	TAR10041	.	ferrodrug0054	DIS00147
unique00591	TAR10041	.	ferrodrug0250	DIS00147
unique00792	TAR10041	.	ferrodrug0110	DIS00147
unique00734	TAR10041	.	ferrodrug0075	DIS00147
unique00338	TAR10041	.	ferrodrug0329	DIS00147
unique00768	TAR10041	.	ferrodrug0107	DIS00147
unique01686	TAR10055	REG20075	.	DIS00147
unique00250	TAR10055	.	ferrodrug0099	DIS00147
unique01471	TAR10055	REG10102	.	DIS00147
unique01472	TAR10055	REG10302	.	DIS00147
unique00355	TAR99999	REG10109	ferrodrug0374	DIS00147
unique00349	TAR99999	REG10112	ferrodrug0063	DIS00147
unique00910	TAR99999	REG10179	ferrodrug0285	DIS00147
unique00632	TAR99999	REG10497	ferrodrug0067	DIS00147
unique01040	TAR10028	REG20098	.	DIS00148
unique01039	TAR10055	REG20101	.	DIS00148
unique00366	TAR99999	REG10112	ferrodrug0006	DIS00148
unique01455	TAR10041	.	ferrodrug0045	DIS00150
unique00559	TAR10006	.	ferrodrug0095	DIS00151
unique01761	TAR10009	REG10193	.	DIS00151
unique01760	TAR10009	REG10193	.	DIS00151
dupunique01760	TAR10009	REG10520	.	DIS00151
unique00560	TAR10011	.	ferrodrug0095	DIS00151
unique01329	TAR10015	REG10170	.	DIS00151
unique00558	TAR10028	.	ferrodrug0095	DIS00151
unique01809	TAR10029	REG10293	.	DIS00151
unique01581	TAR10041	REG10321	.	DIS00151
unique00223	TAR10041	.	ferrodrug0233	DIS00151
unique01433	TAR10066	REG20057	.	DIS00151
unique01440	TAR10066	REG30057	.	DIS00151
unique01441	TAR10066	REG20090	.	DIS00151
unique00224	TAR99999	REG10462	ferrodrug0110	DIS00151
unique00685	TAR99999	REG10487	ferrodrug0269	DIS00151
unique00395	TAR10028	.	ferrodrug0229	DIS00152
unique00214	TAR10026	.	ferrodrug0001	DIS00153
unique00213	TAR10042	.	ferrodrug0001	DIS00153
unique00215	TAR10046	.	ferrodrug0001	DIS00153
unique00216	TAR10049	.	ferrodrug0001	DIS00153
unique01741	TAR99999	REG10450	ferrodrug0100	DIS00153
unique00832	TAR10022	REG10330	.	DIS00154
unique00833	TAR10030	REG10330	.	DIS00154
unique00834	TAR10060	REG10330	.	DIS00154
unique01363	TAR10028	REG10247	.	DIS00157
unique01037	TAR10028	REG10192	ferrodrug0012	DIS00158
unique00917	TAR10029	REG10160	ferrodrug0221	DIS00158
unique00429	TAR10041	REG10214	ferrodrug0048	DIS00158
unique01176	TAR99999	REG10304	.	DIS00002
unique01248	TAR99999	REG10052	.	DIS00003
unique01407	TAR99999	REG20034	.	DIS00004
unique01408	TAR99999	REG10403	.	DIS00004
unique01535	TAR99999	REG10005	.	DIS00005
unique01534	TAR99999	REG10244	.	DIS00005
unique01536	TAR99999	REG10181	.	DIS00005
unique01732	TAR10059	.	.	DIS00006
unique01799	TAR10067	.	.	DIS00006
unique00159	TAR99999	.	ferrodrug0319	DIS00006
unique00401	TAR99999	.	ferrodrug0350	DIS00006
unique01832	TAR99999	REG10187	.	DIS00006
unique00158	TAR99999	.	ferrodrug0220	DIS00006
unique01305	TAR99999	REG30062	.	DIS00006
unique01307	TAR99999	REG10330	.	DIS00006
unique01308	TAR99999	REG10102	.	DIS00006
unique01306	TAR99999	REG20005	.	DIS00006
unique00967	TAR99999	REG40015	.	DIS00006
unique00969	TAR99999	REG10484	.	DIS00006
unique00968	TAR99999	REG20054	.	DIS00006
unique01563	TAR99999	REG10136	.	DIS00006
unique00212	TAR99999	.	ferrodrug0399	DIS00006
unique01168	TAR99999	REG10200	.	DIS00007
unique01169	TAR99999	REG10138	.	DIS00007
unique01170	TAR99999	REG10093	.	DIS00007
unique00460	TAR99999	REG10441	.	DIS00009
unique01604	TAR99999	REG10008	.	DIS00011
unique01127	TAR99999	REG40007	.	DIS00011
unique01128	TAR99999	REG20107	.	DIS00011
dupunique01127	TAR99999	REG10520	.	DIS00011
unique00196	TAR99999	.	ferrodrug0443	DIS00013
unique00518	TAR99999	.	ferrodrug0315	DIS00015
unique01375	TAR99999	REG40043	.	DIS00017
unique00195	TAR99999	.	ferrodrug0443	DIS00017
unique01374	TAR99999	REG20041	.	DIS00017
unique01376	TAR99999	REG10438	.	DIS00017
unique00208	TAR99999	.	ferrodrug0399	DIS00017
unique01746	TAR99999	REG10330	.	DIS00018
unique00849	TAR99999	REG10025	.	DIS00018
unique00090	TAR99999	.	ferrodrug0065	DIS00018
unique00110	TAR99999	.	ferrodrug0065	DIS00018
unique01687	TAR99999	REG10374	.	DIS00018
dupunique00849	TAR99999	REG10520	.	DIS00018
unique01840	TAR99999	REG10041	.	DIS00019
unique00199	TAR99999	.	ferrodrug0026	DIS00019
unique01837	TAR99999	REG10191	.	DIS00019
unique01838	TAR99999	REG10358	.	DIS00019
unique00198	TAR99999	.	ferrodrug0183	DIS00019
unique01839	TAR99999	REG10266	.	DIS00019
unique01011	TAR99999	REG10271	.	DIS00019
unique01836	TAR99999	REG10045	.	DIS00019
unique00825	TAR99999	REG10057	.	DIS00020
unique00826	TAR99999	REG10056	.	DIS00020
unique00824	TAR99999	REG10058	.	DIS00020
unique00361	TAR99999	.	ferrodrug0272	DIS00023
unique01728	TAR99999	REG30067	.	DIS00025
unique01729	TAR99999	REG10490	.	DIS00025
unique01730	TAR99999	REG10408	.	DIS00025
unique01727	TAR99999	REG10101	.	DIS00025
unique01571	TAR99999	REG10185	.	DIS00026
unique01400	TAR99999	REG40040	.	DIS00026
unique01737	TAR99999	REG10093	.	DIS00026
unique01402	TAR99999	REG10411	.	DIS00026
unique01401	TAR99999	REG20037	.	DIS00026
unique01059	TAR99999	REG10361	.	DIS00026
unique01060	TAR99999	REG10035	.	DIS00026
unique01085	TAR99999	REG10352	.	DIS00027
unique01092	TAR99999	REG10286	.	DIS00027
dupunique01085	TAR99999	REG10520	.	DIS00027
dupunique01092	TAR99999	REG10520	.	DIS00027
unique00210	TAR99999	.	ferrodrug0399	DIS00027
unique01138	TAR99999	REG40010	.	DIS00028
unique00975	TAR99999	.	ferrodrug0157	DIS00028
unique00098	TAR99999	.	ferrodrug0444	DIS00028
unique00197	TAR99999	.	ferrodrug0239	DIS00028
unique00362	TAR99999	.	ferrodrug0272	DIS00028
unique00974	TAR99999	.	ferrodrug0444	DIS00028
unique00097	TAR99999	.	ferrodrug0003	DIS00028
unique01139	TAR99999	REG20141	.	DIS00028
unique01270	TAR99999	REG10519	.	DIS00028
unique00171	TAR99999	.	ferrodrug0435	DIS00028
unique01517	TAR99999	REG10096	.	DIS00028
unique00994	TAR99999	REG40038	.	DIS00029
unique00996	TAR99999	REG10496	.	DIS00029
unique00995	TAR99999	REG40049	.	DIS00029
unique00568	TAR99999	REG30024	.	DIS00030
unique01093	TAR99999	REG10230	.	DIS00030
unique01570	TAR99999	REG10275	.	DIS00030
unique00615	TAR99999	.	ferrodrug0313	DIS00030
unique00179	TAR99999	.	ferrodrug0265	DIS00030
unique00069	TAR99999	.	ferrodrug0248	DIS00030
unique00569	TAR99999	REG10464	.	DIS00030
unique01853	TAR99999	REG10303	.	DIS00030
unique01852	TAR99999	REG10363	.	DIS00030
unique01196	TAR99999	REG10256	.	DIS00030
unique01012	TAR99999	REG10306	.	DIS00030
unique00003	TAR99999	.	ferrodrug0371	DIS00030
unique00002	TAR99999	.	ferrodrug0065	DIS00030
unique01841	TAR99999	.	ferrodrug0379	DIS00030
unique01842	TAR99999	.	ferrodrug0361	DIS00030
unique01245	TAR10019	.	.	DIS00031
unique01473	TAR99999	REG10472	.	DIS00031
unique01006	TAR99999	REG40009	.	DIS00031
unique01705	TAR99999	REG40048	.	DIS00031
unique01075	TAR99999	REG10345	.	DIS00031
unique01609	TAR99999	REG10335	.	DIS00031
unique01354	TAR99999	REG10156	.	DIS00031
unique00829	TAR99999	REG10096	.	DIS00031
unique01467	TAR99999	REG30025	.	DIS00031
unique01069	TAR99999	REG10134	.	DIS00031
unique00043	TAR99999	.	ferrodrug0362	DIS00031
unique00915	TAR99999	REG10076	.	DIS00031
unique00868	TAR99999	REG10139	.	DIS00031
unique01007	TAR99999	REG10439	.	DIS00031
unique01706	TAR99999	REG10311	.	DIS00031
unique00686	TAR99999	.	ferrodrug0002	DIS00031
unique01353	TAR99999	REG10127	.	DIS00031
unique01352	TAR99999	REG10187	.	DIS00031
unique01468	TAR99999	REG20137	.	DIS00031
unique01469	TAR99999	REG10367	.	DIS00031
unique01428	TAR99999	REG10282	.	DIS00031
dupunique00682	TAR99999	REG10520	.	DIS00031
unique00953	TAR99999	REG50007	.	DIS00031
unique00954	TAR99999	REG10112	.	DIS00031
unique00822	TAR99999	REG10077	.	DIS00031
unique01771	TAR99999	REG10326	.	DIS00033
unique01701	TAR99999	REG30043	.	DIS00033
unique01868	TAR99999	REG10322	.	DIS00033
unique00859	TAR99999	REG30060	.	DIS00033
unique01866	TAR99999	.	ferrodrug0334	DIS00033
unique00189	TAR99999	.	ferrodrug0312	DIS00033
unique00117	TAR99999	.	ferrodrug0266	DIS00033
unique01292	TAR99999	REG10134	.	DIS00033
unique01055	TAR99999	REG10455	.	DIS00033
unique01654	TAR99999	REG10050	.	DIS00033
dupunique01771	TAR99999	REG10520	.	DIS00033
unique01675	TAR99999	REG10033	.	DIS00033
unique01726	TAR99999	REG30041	.	DIS00033
unique01676	TAR99999	REG10509	.	DIS00033
unique01702	TAR99999	REG20071	.	DIS00033
unique01703	TAR99999	REG10405	.	DIS00033
unique01704	TAR99999	REG10155	.	DIS00033
unique00841	TAR99999	REG10052	.	DIS00033
unique00882	TAR99999	REG10221	.	DIS00033
unique00883	TAR99999	REG30005	.	DIS00033
unique00881	TAR99999	REG50016	.	DIS00033
unique00884	TAR99999	REG10139	.	DIS00033
dupunique00859	TAR99999	REG10520	.	DIS00033
unique01105	TAR99999	REG20009	.	DIS00033
unique01106	TAR99999	REG10421	.	DIS00033
unique01309	TAR99999	REG10455	.	DIS00033
unique01019	TAR99999	REG10222	.	DIS00033
unique01461	TAR99999	REG10171	.	DIS00033
unique00284	TAR99999	.	ferrodrug0367	DIS00034
unique01555	TAR99999	REG10111	.	DIS00035
unique00262	TAR99999	.	ferrodrug0091	DIS00035
unique00089	TAR99999	.	ferrodrug0162	DIS00035
unique01553	TAR99999	REG20045	.	DIS00035
unique01554	TAR99999	REG10441	.	DIS00035
unique01470	TAR99999	REG10037	.	DIS00035
unique00209	TAR99999	.	ferrodrug0399	DIS00035
unique00108	TAR99999	.	ferrodrug0116	DIS00037
unique01178	TAR10063	.	.	DIS00038
unique01026	TAR99999	REG10038	.	DIS00038
unique00941	TAR99999	REG10268	.	DIS00038
unique01828	TAR99999	REG10445	.	DIS00038
unique00467	TAR99999	.	ferrodrug0427	DIS00038
unique00042	TAR99999	.	ferrodrug0209	DIS00038
unique00012	TAR99999	.	ferrodrug0212	DIS00038
unique00842	TAR99999	.	ferrodrug0027	DIS00038
unique00022	TAR99999	.	ferrodrug0364	DIS00038
unique01025	TAR99999	REG10121	.	DIS00038
unique01024	TAR99999	REG10219	.	DIS00038
unique01023	TAR99999	REG10242	.	DIS00038
unique01177	TAR99999	REG10099	.	DIS00038
unique01372	TAR99999	REG30069	.	DIS00038
unique00008	TAR99999	.	ferrodrug0287	DIS00038
unique00009	TAR99999	.	ferrodrug0084	DIS00038
unique01859	TAR99999	.	ferrodrug0086	DIS00038
unique01107	TAR99999	REG40013	.	DIS00038
unique01109	TAR99999	REG10150	.	DIS00038
unique01108	TAR99999	REG20110	.	DIS00038
unique00261	TAR99999	.	ferrodrug0213	DIS00038
unique01373	TAR99999	REG20125	.	DIS00038
unique01371	TAR99999	REG10218	.	DIS00038
unique00211	TAR99999	.	ferrodrug0399	DIS00038
unique01827	TAR99999	REG10034	.	DIS00038
unique01829	TAR99999	REG10187	.	DIS00038
unique01090	TAR99999	REG10430	.	DIS00038
unique01284	TAR99999	REG10301	.	DIS00040
unique00867	TAR99999	REG10130	.	DIS00040
unique01663	TAR99999	REG10176	.	DIS00040
unique01319	TAR99999	REG10133	.	DIS00042
unique01850	TAR99999	.	ferrodrug0013	DIS00042
unique01320	TAR99999	REG10504	.	DIS00042
unique01000	TAR99999	REG10233	.	DIS00044
unique00981	TAR99999	REG10233	.	DIS00044
unique01179	TAR99999	REG10175	.	DIS00044
unique00397	TAR99999	.	ferrodrug0019	DIS00044
unique00298	TAR99999	.	ferrodrug0026	DIS00044
unique01212	TAR99999	REG10163	.	DIS00044
unique01607	TAR10031	.	.	DIS00045
unique01606	TAR99999	REG10115	.	DIS00045
unique01645	TAR99999	REG10096	.	DIS00045
unique01099	TAR99999	REG10029	.	DIS00045
unique01782	TAR99999	REG10315	.	DIS00045
unique01250	TAR99999	REG10151	.	DIS00045
unique01100	TAR99999	REG10481	.	DIS00045
unique01132	TAR99999	REG10320	.	DIS00045
unique01864	TAR99999	REG10355	.	DIS00045
unique01807	TAR99999	REG10329	.	DIS00045
unique01316	TAR99999	REG30061	.	DIS00046
unique01318	TAR99999	REG20111	.	DIS00046
unique01317	TAR99999	REG10268	.	DIS00046
unique01848	TAR99999	.	ferrodrug0407	DIS00049
unique01847	TAR99999	.	ferrodrug0408	DIS00049
unique01846	TAR99999	.	ferrodrug0409	DIS00049
unique00862	TAR10019	.	.	DIS00050
unique00952	TAR99999	REG10083	.	DIS00050
unique00006	TAR99999	.	ferrodrug0182	DIS00050
unique01130	TAR99999	REG10128	.	DIS00050
unique01129	TAR99999	REG10375	.	DIS00050
unique01772	TAR99999	REG10178	.	DIS00057
unique01029	TAR99999	REG10228	.	DIS00058
unique01808	TAR99999	REG10183	.	DIS00058
unique01131	TAR99999	REG10344	.	DIS00059
unique01753	TAR99999	REG10297	.	DIS00060
unique00360	TAR99999	.	ferrodrug0224	DIS00065
unique00963	TAR99999	REG10119	.	DIS00069
unique00977	TAR99999	REG10148	.	DIS00069
unique00486	TAR99999	.	ferrodrug0348	DIS00070
unique00113	TAR99999	.	ferrodrug0214	DIS00073
unique00474	TAR99999	.	ferrodrug0305	DIS00074
unique01657	TAR99999	REG20056	.	DIS00076
dupunique01657	TAR99999	REG10520	.	DIS00076
unique01268	TAR99999	REG30006	.	DIS00077
dupunique01268	TAR99999	REG10520	.	DIS00077
dupunique01013	TAR99999	REG10520	.	DIS00077
unique00367	TAR99999	.	ferrodrug0394	DIS00078
unique01294	TAR99999	REG10120	.	DIS00083
unique00481	TAR99999	.	ferrodrug0187	DIS00083
unique00357	TAR99999	.	ferrodrug0410	DIS00083
unique00356	TAR99999	.	ferrodrug0411	DIS00083
unique00819	TAR99999	REG10154	.	DIS00083
unique00820	TAR99999	REG10141	.	DIS00083
unique00106	TAR99999	.	ferrodrug0094	DIS00083
unique00039	TAR99999	.	ferrodrug0231	DIS00083
unique00040	TAR99999	.	ferrodrug0295	DIS00083
unique01611	TAR99999	REG10455	.	DIS00085
unique01610	TAR99999	REG10253	.	DIS00087
unique00258	TAR99999	.	ferrodrug0114	DIS00089
